timestamp,datetime,camera_id,track_id,level,tier,risk_score,p_threat,triggered_rules
1786102774.4089324,2026-08-07T17:09:34,CAM_01,11,1,normal,0.0,0.0,
1786102774.6975913,2026-08-07T17:09:34,CAM_01,11,1,normal,0.0,0.0,
1786102774.9792292,2026-08-07T17:09:34,CAM_01,11,1,normal,0.0,0.0,
1786102775.2641518,2026-08-07T17:09:35,CAM_01,11,1,normal,0.0,0.0,
1786102775.6717165,2026-08-07T17:09:35,CAM_01,11,1,normal,0.0,0.0,
1786102776.0012178,2026-08-07T17:09:36,CAM_01,11,1,normal,0.0,0.0,
1786102776.447381,2026-08-07T17:09:36,CAM_01,11,1,normal,0.0,0.0,
1786102776.7534904,2026-08-07T17:09:36,CAM_01,11,1,normal,0.0,0.0,
1786102777.0397003,2026-08-07T17:09:37,CAM_01,11,1,normal,0.0,0.0,
1786102777.7850208,2026-08-07T17:09:37,CAM_01,11,1,normal,0.0,0.0,
1786102778.2606688,2026-08-07T17:09:38,CAM_01,11,1,normal,0.0,0.0,
1786102778.9129775,2026-08-07T17:09:38,CAM_01,11,1,normal,0.0,0.0,
1786102779.2179904,2026-08-07T17:09:39,CAM_01,11,1,normal,0.0,0.0,
1786102779.903169,2026-08-07T17:09:39,CAM_01,11,1,normal,0.0,0.0,
1786102780.4453263,2026-08-07T17:09:40,CAM_01,11,1,normal,0.0,0.0,
1786102780.8217933,2026-08-07T17:09:40,CAM_01,11,1,normal,0.0,0.0,
1786102781.1901982,2026-08-07T17:09:41,CAM_01,11,1,normal,0.0,0.0,
1786102781.649639,2026-08-07T17:09:41,CAM_01,11,1,normal,0.0,0.0,
1786102781.9450245,2026-08-07T17:09:41,CAM_01,11,1,normal,0.0,0.0,
1786102782.3391583,2026-08-07T17:09:42,CAM_01,11,1,normal,0.0,0.0,
1786102782.8171163,2026-08-07T17:09:42,CAM_01,11,1,normal,0.0,0.0,
1786102783.105734,2026-08-07T17:09:43,CAM_01,11,1,normal,0.0,0.0,
1786102783.3775241,2026-08-07T17:09:43,CAM_01,11,1,normal,0.0,0.0,
1786102783.6527975,2026-08-07T17:09:43,CAM_01,11,1,normal,0.0,0.0,
1786103397.6842096,2026-08-07T17:19:57,CAM_01,1,1,normal,0.0,0.0,
1786103398.822168,2026-08-07T17:19:58,CAM_01,1,1,normal,0.0,0.0,
1786103399.13949,2026-08-07T17:19:59,CAM_01,1,1,normal,0.0,0.0,
1786103399.435401,2026-08-07T17:19:59,CAM_01,1,1,normal,0.0,0.0,
1786103399.7256732,2026-08-07T17:19:59,CAM_01,1,1,normal,0.0,0.0,
1786103400.0274112,2026-08-07T17:20:00,CAM_01,1,1,normal,0.0,0.0,
1786103400.313365,2026-08-07T17:20:00,CAM_01,1,1,normal,0.0,0.0,
1786103400.588677,2026-08-07T17:20:00,CAM_01,1,1,normal,0.0,0.0,
1786103400.8831518,2026-08-07T17:20:00,CAM_01,1,1,normal,0.0,0.0,
1786103401.2220104,2026-08-07T17:20:01,CAM_01,1,1,normal,0.0,0.0,
1786103401.5551925,2026-08-07T17:20:01,CAM_01,1,1,normal,0.0,0.0,
1786103401.8394911,2026-08-07T17:20:01,CAM_01,1,1,normal,0.0,0.0,
1786103402.1387892,2026-08-07T17:20:02,CAM_01,1,1,normal,0.0,0.0,
1786103402.4255445,2026-08-07T17:20:02,CAM_01,1,1,normal,0.0,0.0,
1786103402.7232363,2026-08-07T17:20:02,CAM_01,1,1,normal,0.0,0.0,
1786103403.0224757,2026-08-07T17:20:03,CAM_01,1,1,normal,0.0,0.0,
1786103403.3119802,2026-08-07T17:20:03,CAM_01,1,1,normal,0.0,0.0,
1786103403.6918688,2026-08-07T17:20:03,CAM_01,1,1,normal,0.0,0.0,
1786103404.0399373,2026-08-07T17:20:04,CAM_01,1,1,normal,0.0,0.0,
1786103404.3771968,2026-08-07T17:20:04,CAM_01,1,1,normal,0.0,0.0,
1786103404.6824787,2026-08-07T17:20:04,CAM_01,1,1,normal,0.0,0.0,
1786103404.989298,2026-08-07T17:20:04,CAM_01,1,1,normal,0.0,0.0,
1786103405.2895539,2026-08-07T17:20:05,CAM_01,1,1,normal,0.0,0.0,
1786103405.879504,2026-08-07T17:20:05,CAM_01,1,1,normal,0.0,0.0,
1786103406.7165086,2026-08-07T17:20:06,CAM_01,1,1,normal,0.0,0.0,
1786103407.275954,2026-08-07T17:20:07,CAM_01,1,1,normal,0.0,0.0,
1786103408.0788693,2026-08-07T17:20:08,CAM_01,1,1,normal,0.0,0.0,
1786103409.225872,2026-08-07T17:20:09,CAM_01,1,1,normal,0.0,0.0,
1786103409.6423156,2026-08-07T17:20:09,CAM_01,1,1,normal,0.0,0.0,
1786103410.0073092,2026-08-07T17:20:10,CAM_01,1,1,normal,0.0,0.0,
1786103410.4643114,2026-08-07T17:20:10,CAM_01,1,1,normal,0.0,0.0,
1786103411.6649106,2026-08-07T17:20:11,CAM_01,1,1,normal,0.0,0.0,
1786103412.8806837,2026-08-07T17:20:12,CAM_01,1,1,normal,0.0,0.0,
1786103413.4492428,2026-08-07T17:20:13,CAM_01,1,1,normal,0.0,0.0,
1786103414.2574768,2026-08-07T17:20:14,CAM_01,1,1,normal,0.0,0.0,
1786103415.121358,2026-08-07T17:20:15,CAM_01,1,1,normal,0.0,0.0,
1786103416.0994744,2026-08-07T17:20:16,CAM_01,1,1,normal,0.0,0.0,
1786103417.4656823,2026-08-07T17:20:17,CAM_01,1,1,normal,0.0,0.0,
1786103418.137355,2026-08-07T17:20:18,CAM_01,1,1,normal,0.0,0.0,
1786103418.8783045,2026-08-07T17:20:18,CAM_01,1,1,normal,0.0,0.0,
1786103419.4389966,2026-08-07T17:20:19,CAM_01,1,1,normal,0.0,0.0,
1786103420.34917,2026-08-07T17:20:20,CAM_01,1,1,normal,0.0,0.0,
1786103421.4742723,2026-08-07T17:20:21,CAM_01,1,1,normal,0.0,0.0,
1786103422.6123967,2026-08-07T17:20:22,CAM_01,1,1,normal,0.0,0.0,
1786103423.3844557,2026-08-07T17:20:23,CAM_01,1,1,normal,0.0,0.0,
1786103423.8085892,2026-08-07T17:20:23,CAM_01,1,1,normal,0.0,0.0,
1786103424.522007,2026-08-07T17:20:24,CAM_01,1,1,normal,0.0,0.0,
1786103425.2312193,2026-08-07T17:20:25,CAM_01,1,1,normal,0.0,0.0,
1786103425.8948298,2026-08-07T17:20:25,CAM_01,1,1,normal,0.0,0.0,
1786103426.6282878,2026-08-07T17:20:26,CAM_01,1,1,normal,0.0,0.0,
1786103427.0376964,2026-08-07T17:20:27,CAM_01,1,1,normal,0.0,0.0,
1786103427.4168267,2026-08-07T17:20:27,CAM_01,1,1,normal,0.0,0.0,
1786103427.8033412,2026-08-07T17:20:27,CAM_01,1,1,normal,0.0,0.0,
1786103428.273533,2026-08-07T17:20:28,CAM_01,1,1,normal,0.0,0.0,
1786103428.6794581,2026-08-07T17:20:28,CAM_01,1,1,normal,0.0,0.0,
1786103429.1783452,2026-08-07T17:20:29,CAM_01,1,1,normal,0.0,0.0,
1786103429.5416324,2026-08-07T17:20:29,CAM_01,1,1,normal,0.0,0.0,
1786103429.8739533,2026-08-07T17:20:29,CAM_01,1,1,normal,0.0,0.0,
1786103430.4619293,2026-08-07T17:20:30,CAM_01,1,1,normal,0.0,0.0,
1786103430.8162694,2026-08-07T17:20:30,CAM_01,1,1,normal,0.0,0.0,
1786103431.260223,2026-08-07T17:20:31,CAM_01,1,1,normal,0.0,0.0,
1786103431.6182718,2026-08-07T17:20:31,CAM_01,1,1,normal,0.0,0.0,
1786103431.9391186,2026-08-07T17:20:31,CAM_01,1,1,normal,0.0,0.0,
1786103432.2965024,2026-08-07T17:20:32,CAM_01,1,1,normal,0.0,0.0,
1786103432.6819959,2026-08-07T17:20:32,CAM_01,1,1,normal,0.0,0.0,
1786103433.0390704,2026-08-07T17:20:33,CAM_01,1,1,normal,0.0,0.0,
1786103433.6751866,2026-08-07T17:20:33,CAM_01,1,1,normal,0.0,0.0,
1786103434.5247626,2026-08-07T17:20:34,CAM_01,1,1,normal,0.0,0.0,
1786103434.9789078,2026-08-07T17:20:34,CAM_01,1,1,normal,0.0,0.0,
1786103435.4716852,2026-08-07T17:20:35,CAM_01,1,1,normal,0.0,0.0,
1786103435.8747666,2026-08-07T17:20:35,CAM_01,1,1,normal,0.0,0.0,
1786103436.2836072,2026-08-07T17:20:36,CAM_01,1,1,normal,0.0,0.0,
1786103436.670724,2026-08-07T17:20:36,CAM_01,1,1,normal,0.0,0.0,
1786103437.018455,2026-08-07T17:20:37,CAM_01,1,1,normal,0.0,0.0,
1786103437.3879728,2026-08-07T17:20:37,CAM_01,1,1,normal,0.0,0.0,
1786103437.7445087,2026-08-07T17:20:37,CAM_01,1,1,normal,0.0,0.0,
1786103438.0977306,2026-08-07T17:20:38,CAM_01,1,1,normal,0.0,0.0,
1786103438.494543,2026-08-07T17:20:38,CAM_01,1,1,normal,0.0,0.0,
1786103438.8663797,2026-08-07T17:20:38,CAM_01,1,1,normal,0.0,0.0,
1786103439.439297,2026-08-07T17:20:39,CAM_01,1,1,normal,0.0,0.0,
1786103439.8392484,2026-08-07T17:20:39,CAM_01,1,1,normal,0.0,0.0,
1786103440.384264,2026-08-07T17:20:40,CAM_01,1,1,normal,0.0,0.0,
1786103440.9721327,2026-08-07T17:20:40,CAM_01,1,1,normal,0.0,0.0,
1786103441.2761536,2026-08-07T17:20:41,CAM_01,1,1,normal,0.0,0.0,
1786103441.5628183,2026-08-07T17:20:41,CAM_01,1,1,normal,0.0,0.0,
1786103441.861063,2026-08-07T17:20:41,CAM_01,1,1,normal,0.0,0.0,
1786103442.1368012,2026-08-07T17:20:42,CAM_01,1,1,normal,0.0,0.0,
1786103442.4171464,2026-08-07T17:20:42,CAM_01,1,1,normal,0.0,0.0,
